"Thumb";"Name";"SKU";"Seller";"Revenue";"Lost profit";"Sales";"Balance";"Turnover days";"Frozen stocks percent";"Base price";"Basic Sale";"Basic Sale Price";"Price with WB wallet";"Comments Valuation";"Latest rating avg";"Comments";"Days in website";"Search cpm avg"
"https://basket-12.wbbasket.ru/vol1908/part190810/190810743/images/c246x328/1.webp";"Celimax Набор миниатюр с нони The Real Noni Starter Kit";190810743;"ИП Абрамова О П";1232838;"0";956;392;13;"0";1780;26;1317;1290;"4,9";"4,8";396;401;0
"https://basket-17.wbbasket.ru/vol2659/part265937/265937952/images/c246x328/1.webp";"Сыворотка с ретинолом и микроиглами Корея";265937952;"ИП Абубакиров";1147680;"122965,71";584;84;4;"0";5000;54;2268;2222;"5";"5";47;85;150
"https://basket-10.wbbasket.ru/vol1559/part155950/155950134/images/c246x328/1.webp";"Успокаивающая сыворотка с ниацинамидом и центеллой, 40 мл";155950134;"Lifecosm";1134802;"121585,93";766;110;4;"0";4819;63;1747;1712;"4,8";"4,73";2331;589;680
"https://basket-15.wbbasket.ru/vol2400/part240014/240014011/images/c246x328/1.webp";"Осветляющие тонер пэды для лица, 40 шт";240014011;"Lifecosm";1120725;"120077,68";731;681;26;"0";3315;53;1545;1514;"4,9";"4,4";1707;122;325
"https://basket-16.wbbasket.ru/vol2552/part255203/255203333/images/c246x328/1.webp";"Набор уходовых средств для лица для защиты барьера";255203333;"Lifecosm";1102414;"118115,79";851;1368;45;"0";5489;74;1381;1353;"4,9";"4,2";651;122;330
"https://basket-17.wbbasket.ru/vol2654/part265415/265415753/images/c246x328/1.webp";"Омолаживающая сыворотка Vita-A Retinol Shot Tightening Serum";265415753;"ИП Мари";1088597;"116635,39";621;86;4;"0";3190;39;1930;1891;"4,9";"4,92";72;91;0
"https://basket-10.wbbasket.ru/vol1559/part155939/155939082/images/c246x328/1.webp";"Увлажняющий тонер с эктрактом нони, 150 мл";155939082;"Lifecosm";1081734;"115900,07";694;427;17;"0";4446;63;1645;1612;"4,9";"5";1707;589;280
"https://basket-15.wbbasket.ru/vol2404/part240483/240483875/images/c246x328/1.webp";"Увлажняющий крем для лица для контроля себума, 80 мл";240483875;"Lifecosm";1076815;"115373,04";744;275;10;"0";3193;41;1866;1828;"4,9";"4,4";2183;187;472
"https://basket-15.wbbasket.ru/vol2235/part223586/223586129/images/c246x328/1.webp";"Celimax Тонер для лица Dual Barrier Creamy Toner 150 мл";223586129;"ООО Сдэк Южный Урал";1074694;"0";653;186;9;"0";9870;82;1679;1645;"4,8";"4,93";1101;257;199
"https://basket-17.wbbasket.ru/vol2675/part267592/267592529/images/c246x328/1.webp";"Осветляющий крем для выравнивания тона и микрорельефа, 35 мл";267592529;"Lifecosm";1061298;"0";696;1364;61;"25,95";4900;68;1559;1527;"4,9";"4,4";2183;77;350
